ip,ident,auth_user,timestamp,method,path,protocol,status,bytes,referer,user_agent
192.0.2.69,-,-,2025-11-10T04:42:35Z,POST,/logout,HTTP/1.1,200,8462,https://www.example.com/cart,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
198.51.100.220,-,-,2025-11-10T04:43:32Z,GET,/docs/getting-started,HTTP/1.1,200,20193,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.252,-,-,2025-11-10T04:45:00Z,GET,/assets/fonts/inter.woff2,HTTP/1.1,200,2283,https://www.example.com/pricing,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.179,-,-,2025-11-10T04:46:43Z,GET,/index.html,HTTP/2.0,200,23229,https://blog.example.net/tools,SampleBot/2.0 (+https://www.example.com/bot)
192.0.2.168,-,-,2025-11-10T04:47:48Z,GET,/favicon.ico,HTTP/1.1,200,33940,https://www.example.com/robots.txt,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.181,-,-,2025-11-10T04:48:48Z,GET,/search,HTTP/2.0,200,26071,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
192.0.2.47,-,-,2025-11-10T04:50:54Z,GET,/sitemap.xml,HTTP/1.1,200,15985,https://www.example.com/pricing,SampleBot/2.0 (+https://www.example.com/bot)
192.0.2.102,-,-,2025-11-10T04:53:35Z,GET,/assets/app.js,HTTP/2.0,200,76593,https://www.example.com/pricing,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
192.0.2.105,-,-,2025-11-10T04:55:32Z,HEAD,/favicon.ico,HTTP/2.0,200,0,-,uptime-probe/3.0
198.51.100.245,-,-,2025-11-10T04:56:42Z,GET,/about,HTTP/2.0,200,42819,https://www.example.com/pricing,uptime-probe/3.0
192.0.2.164,-,-,2025-11-10T04:57:27Z,GET,/api/v1/products/search,HTTP/1.1,404,800,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
198.51.100.253,-,-,2025-11-10T04:58:47Z,GET,/pricing,HTTP/1.1,200,42858,https://www.example.com/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
192.0.2.134,-,-,2025-11-10T05:01:54Z,GET,/pricing,HTTP/2.0,200,27983,https://www.example.com/,SampleBot/2.0 (+https://www.example.com/bot)
198.51.100.193,-,-,2025-11-10T05:03:11Z,POST,/checkout,HTTP/1.1,200,5941,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
203.0.113.34,-,ulric.lindqvist,2025-11-10T05:06:42Z,DELETE,/api/v1/orders/4821,HTTP/1.1,200,11829,https://www.example.com/cart,SampleBot/2.0 (+https://www.example.com/bot)
203.0.113.81,-,-,2025-11-10T05:08:43Z,GET,/assets/hero.webp,HTTP/1.1,200,47476,https://www.example.com/search,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
192.0.2.91,-,-,2025-11-10T05:11:15Z,GET,/blog/field-guide-to-fixtures,HTTP/1.1,200,25104,https://www.example.org/links,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.83,-,-,2025-11-10T05:12:55Z,GET,/search,HTTP/2.0,404,755,-,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
203.0.113.155,-,-,2025-11-10T05:15:34Z,GET,/api/v1/orders/4821,HTTP/1.1,200,7771,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.238,-,-,2025-11-10T05:17:10Z,GET,/assets/app.js,HTTP/2.0,200,54704,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
192.0.2.53,-,-,2025-11-10T05:18:50Z,GET,/assets/vendor.js,HTTP/2.0,304,0,https://www.example.com/index.html,FixtureCrawler/0.8
198.51.100.16,-,-,2025-11-10T05:20:23Z,GET,/docs/api,HTTP/1.1,200,9279,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
203.0.113.221,-,-,2025-11-10T05:20:31Z,GET,/assets/logo.svg,HTTP/1.1,200,27155,https://www.example.com/blog/field-guide-to-fixtures,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
198.51.100.116,-,-,2025-11-10T05:21:07Z,GET,/about,HTTP/1.1,200,24583,https://www.example.com/pricing,SampleBot/2.0 (+https://www.example.com/bot)
203.0.113.113,-,-,2025-11-10T05:21:44Z,GET,/robots.txt,HTTP/2.0,304,0,https://www.example.com/pricing,sample-http-client/1.14.2
203.0.113.223,-,maren.duskwood,2025-11-10T05:23:57Z,GET,/account/settings,HTTP/2.0,401,479,-,FixtureCrawler/0.8
203.0.113.94,-,-,2025-11-10T05:27:01Z,GET,/assets/fonts/inter.woff2,HTTP/1.1,200,17406,https://www.example.com/sitemap.xml,FixtureCrawler/0.8
192.0.2.138,-,briony.marchetti,2025-11-10T05:29:35Z,GET,/account/settings,HTTP/2.0,401,813,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
198.51.100.250,-,-,2025-11-10T05:30:21Z,GET,/sitemap.xml,HTTP/1.1,200,15899,https://www.example.com/,sample-http-client/1.14.2
203.0.113.171,-,-,2025-11-10T05:32:39Z,GET,/docs/getting-started,HTTP/1.1,200,37074,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
192.0.2.154,-,-,2025-11-10T05:36:03Z,GET,/assets/hero.webp,HTTP/1.1,200,3278,-,uptime-probe/3.0
203.0.113.65,-,-,2025-11-10T05:36:21Z,GET,/cart,HTTP/1.1,404,530,-,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.238,-,-,2025-11-10T05:38:48Z,GET,/assets/app.js,HTTP/1.1,200,74837,https://www.example.com/search,SampleBot/2.0 (+https://www.example.com/bot)
198.51.100.136,-,-,2025-11-10T05:40:52Z,HEAD,/search,HTTP/2.0,200,0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
192.0.2.74,-,-,2025-11-10T05:42:57Z,GET,/docs/getting-started,HTTP/1.1,304,0,-,SampleBot/2.0 (+https://www.example.com/bot)
192.0.2.189,-,-,2025-11-10T05:46:10Z,HEAD,/docs/getting-started,HTTP/2.0,200,0,https://blog.example.net/tools,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.135,-,-,2025-11-10T05:46:54Z,GET,/pricing,HTTP/2.0,302,571,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
192.0.2.191,-,-,2025-11-10T05:48:00Z,GET,/assets/logo.svg,HTTP/1.1,200,13556,https://www.example.com/blog/release-notes,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.82,-,-,2025-11-10T05:50:17Z,GET,/api/v1/products,HTTP/1.1,204,0,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.11,-,-,2025-11-10T05:53:46Z,GET,/favicon.ico,HTTP/2.0,200,69444,https://www.example.com/cart,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.97,-,-,2025-11-10T05:57:24Z,GET,/docs/getting-started,HTTP/1.1,301,476,https://www.example.com/docs/api,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
192.0.2.123,-,-,2025-11-10T05:58:02Z,GET,/docs/api,HTTP/2.0,200,42989,https://www.example.org/links,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
192.0.2.12,-,-,2025-11-10T06:00:54Z,GET,/api/v1/sessions,HTTP/1.1,400,332,https://www.example.com/cart,sample-http-client/1.14.2
198.51.100.251,-,-,2025-11-10T06:04:19Z,GET,/assets/fonts/inter.woff2,HTTP/1.1,200,10027,https://www.example.com/pricing,FixtureCrawler/0.8
203.0.113.58,-,-,2025-11-10T06:05:02Z,GET,/assets/app.js,HTTP/2.0,200,48841,https://www.example.com/cart,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.73,-,-,2025-11-10T06:06:50Z,GET,/api/v1/products,HTTP/1.1,200,3476,-,FixtureCrawler/0.8
203.0.113.131,-,-,2025-11-10T06:08:51Z,GET,/api/v1/health,HTTP/1.1,200,6810,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
192.0.2.86,-,-,2025-11-10T06:12:23Z,GET,/assets/app.js,HTTP/1.1,200,43955,https://www.example.com/,FixtureCrawler/0.8
203.0.113.15,-,-,2025-11-10T06:14:26Z,GET,/about,HTTP/2.0,200,20641,https://blog.example.net/tools,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
192.0.2.191,-,-,2025-11-10T06:16:59Z,GET,/index.html,HTTP/2.0,304,0,https://www.example.com/pricing,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.6,-,-,2025-11-10T06:19:38Z,GET,/api/v1/health,HTTP/2.0,429,868,-,SampleBot/2.0 (+https://www.example.com/bot)
203.0.113.231,-,-,2025-11-10T06:22:07Z,GET,/cart,HTTP/1.1,200,28120,https://www.example.com/pricing,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.238,-,-,2025-11-10T06:24:49Z,GET,/favicon.ico,HTTP/2.0,200,25231,-,uptime-probe/3.0
203.0.113.170,-,-,2025-11-10T06:26:46Z,GET,/api/v1/orders/4821,HTTP/1.1,200,12604,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.152,-,-,2025-11-10T06:27:44Z,GET,/api/v1/health,HTTP/2.0,200,3075,-,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.210,-,-,2025-11-10T06:28:55Z,GET,/,HTTP/1.1,200,36776,https://www.example.com/pricing,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
198.51.100.127,-,-,2025-11-10T06:29:03Z,GET,/favicon.ico,HTTP/1.1,200,46171,https://www.example.com/search,uptime-probe/3.0
192.0.2.214,-,-,2025-11-10T06:29:57Z,GET,/assets/fonts/inter.woff2,HTTP/2.0,304,0,https://www.example.com/,sample-http-client/1.14.2
203.0.113.11,-,-,2025-11-10T06:30:38Z,POST,/logout,HTTP/2.0,200,9742,-,sample-http-client/1.14.2
198.51.100.243,-,-,2025-11-10T06:30:47Z,GET,/assets/app.js,HTTP/1.1,200,31211,-,uptime-probe/3.0
203.0.113.203,-,-,2025-11-10T06:31:13Z,GET,/docs/api,HTTP/1.1,200,26685,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
203.0.113.181,-,-,2025-11-10T06:32:45Z,GET,/assets/vendor.js,HTTP/1.1,304,0,https://www.example.com/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
192.0.2.9,-,-,2025-11-10T06:33:47Z,POST,/logout,HTTP/2.0,302,546,-,FixtureCrawler/0.8
198.51.100.115,-,-,2025-11-10T06:36:26Z,GET,/about,HTTP/2.0,200,38750,https://www.example.com/docs/api,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
192.0.2.93,-,-,2025-11-10T06:36:33Z,GET,/favicon.ico,HTTP/1.1,200,1999,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.235,-,-,2025-11-10T06:37:36Z,GET,/assets/app.css,HTTP/1.1,304,0,-,SampleBot/2.0 (+https://www.example.com/bot)
192.0.2.164,-,-,2025-11-10T06:40:36Z,GET,/assets/app.js,HTTP/1.1,304,0,https://www.example.com/index.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.209,-,emrys.fenwick,2025-11-10T06:42:30Z,POST,/api/v1/products/search,HTTP/1.1,200,8492,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.83,-,-,2025-11-10T06:42:53Z,GET,/assets/hero.webp,HTTP/2.0,304,0,-,sample-http-client/1.14.2
192.0.2.130,-,-,2025-11-10T06:46:13Z,GET,/assets/logo.svg,HTTP/2.0,304,0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.49,-,-,2025-11-10T06:46:29Z,GET,/docs/getting-started,HTTP/1.1,200,35946,https://www.example.com/,uptime-probe/3.0
203.0.113.109,-,-,2025-11-10T06:49:44Z,GET,/checkout,HTTP/1.1,200,11715,https://www.example.com/cart,FixtureCrawler/0.8
203.0.113.252,-,-,2025-11-10T06:51:25Z,HEAD,/sitemap.xml,HTTP/1.1,200,0,-,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
192.0.2.97,-,yrsa.ulvestad,2025-11-10T06:53:53Z,GET,/checkout,HTTP/1.1,302,535,-,SampleBot/2.0 (+https://www.example.com/bot)
203.0.113.91,-,jorvik.jessop,2025-11-10T06:57:11Z,POST,/checkout,HTTP/1.1,401,416,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.253,-,-,2025-11-10T06:59:23Z,HEAD,/search,HTTP/1.1,302,0,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.128,-,-,2025-11-10T07:01:37Z,GET,/api/v1/sessions,HTTP/1.1,200,3774,-,sample-http-client/1.14.2
192.0.2.111,-,-,2025-11-10T07:02:41Z,GET,/assets/app.css,HTTP/2.0,304,0,https://www.example.com/pricing,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
192.0.2.228,-,-,2025-11-10T07:04:38Z,GET,/blog/release-notes,HTTP/1.1,200,28271,https://www.example.com/,uptime-probe/3.0
198.51.100.35,-,-,2025-11-10T07:08:16Z,GET,/sitemap.xml,HTTP/2.0,304,0,https://blog.example.net/tools,uptime-probe/3.0
198.51.100.210,-,ferris.jessop,2025-11-10T07:09:11Z,GET,/api/v1/users,HTTP/1.1,200,13019,-,uptime-probe/3.0
192.0.2.193,-,-,2025-11-10T07:09:51Z,GET,/api/v1/orders/4821,HTTP/1.1,200,10183,-,sample-http-client/1.14.2
203.0.113.160,-,-,2025-11-10T07:11:06Z,PUT,/api/v1/sessions,HTTP/2.0,400,299,https://www.example.com/cart,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
203.0.113.73,-,jorvik.delacroix,2025-11-10T07:12:22Z,POST,/api/v1/health,HTTP/2.0,200,10718,https://www.example.com/cart,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.80,-,-,2025-11-10T07:13:06Z,GET,/blog/release-notes,HTTP/2.0,200,22047,https://www.example.org/links,FixtureCrawler/0.8
203.0.113.35,-,-,2025-11-10T07:13:58Z,GET,/search,HTTP/2.0,200,24545,https://blog.example.net/tools,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
198.51.100.122,-,-,2025-11-10T07:14:38Z,GET,/docs/api,HTTP/1.1,200,9858,https://www.example.com/pricing,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
192.0.2.43,-,celeste.kowalczyk,2025-11-10T07:16:39Z,DELETE,/api/v1/products,HTTP/2.0,200,269,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
192.0.2.127,-,-,2025-11-10T07:19:27Z,GET,/assets/fonts/inter.woff2,HTTP/1.1,200,20821,https://www.example.com/docs/api,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
203.0.113.46,-,-,2025-11-10T07:21:03Z,GET,/favicon.ico,HTTP/1.1,304,0,https://www.example.com/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.76,-,fiora.marchetti,2025-11-10T07:21:14Z,POST,/api/v1/orders/4821,HTTP/1.1,200,4729,-,FixtureCrawler/0.8
203.0.113.97,-,-,2025-11-10T07:23:21Z,GET,/robots.txt,HTTP/1.1,200,17363,https://www.example.com/,uptime-probe/3.0
203.0.113.235,-,-,2025-11-10T07:26:55Z,GET,/assets/vendor.js,HTTP/2.0,304,0,https://www.example.com/search,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
203.0.113.111,-,-,2025-11-10T07:29:35Z,PUT,/api/v1/users,HTTP/1.1,500,745,-,SampleBot/2.0 (+https://www.example.com/bot)
203.0.113.159,-,niall.ulvestad,2025-11-10T07:31:25Z,GET,/api/v1/users,HTTP/1.1,503,721,-,uptime-probe/3.0
198.51.100.52,-,-,2025-11-10T07:33:53Z,GET,/api/v1/sessions,HTTP/1.1,200,10708,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.150,-,-,2025-11-10T07:36:27Z,GET,/assets/fonts/inter.woff2,HTTP/2.0,200,49248,https://www.example.com/sitemap.xml,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
192.0.2.9,-,-,2025-11-10T07:37:05Z,GET,/api/v1/orders,HTTP/2.0,200,13222,-,SampleBot/2.0 (+https://www.example.com/bot)
198.51.100.248,-,percival.oakhurst,2025-11-10T07:37:56Z,POST,/api/v1/products/search,HTTP/1.1,200,3126,-,SampleBot/2.0 (+https://www.example.com/bot)
203.0.113.146,-,-,2025-11-10T07:41:29Z,GET,/api/v1/health,HTTP/1.1,200,9726,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
203.0.113.253,-,wendell.vasquez,2025-11-10T07:42:56Z,POST,/login,HTTP/1.1,200,10169,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
192.0.2.224,-,vesper.kaltenbach,2025-11-10T07:45:38Z,GET,/api/v1/products/search,HTTP/2.0,200,2283,-,SampleBot/2.0 (+https://www.example.com/bot)
203.0.113.241,-,-,2025-11-10T07:46:37Z,GET,/favicon.ico,HTTP/1.1,304,0,https://www.example.com/cart,SampleBot/2.0 (+https://www.example.com/bot)
203.0.113.154,-,-,2025-11-10T07:48:29Z,GET,/api/v1/users,HTTP/2.0,200,9088,-,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.200,-,-,2025-11-10T07:49:00Z,GET,/checkout,HTTP/2.0,403,734,-,SampleBot/2.0 (+https://www.example.com/bot)
203.0.113.145,-,-,2025-11-10T07:49:56Z,GET,/search,HTTP/2.0,200,5017,https://www.example.org/links,SampleBot/2.0 (+https://www.example.com/bot)
198.51.100.20,-,-,2025-11-10T07:51:41Z,POST,/api/v1/products/search,HTTP/1.1,200,6774,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
203.0.113.250,-,-,2025-11-10T07:53:41Z,GET,/sitemap.xml,HTTP/1.1,200,19682,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
203.0.113.161,-,-,2025-11-10T07:55:23Z,GET,/cart,HTTP/1.1,200,34565,https://www.example.com/docs/api,FixtureCrawler/0.8
203.0.113.218,-,galen.ingersleben,2025-11-10T07:55:27Z,GET,/api/v1/orders/4821,HTTP/2.0,200,11115,https://www.example.com/cart,FixtureCrawler/0.8
203.0.113.176,-,-,2025-11-10T07:57:06Z,GET,/search,HTTP/1.1,200,6442,https://www.example.com/pricing,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
192.0.2.250,-,-,2025-11-10T07:59:01Z,GET,/assets/app.js,HTTP/2.0,200,49409,https://www.example.com/robots.txt,uptime-probe/3.0
203.0.113.191,-,-,2025-11-10T08:00:50Z,GET,/assets/vendor.js,HTTP/1.1,304,0,https://www.example.com/,FixtureCrawler/0.8
203.0.113.244,-,-,2025-11-10T08:03:45Z,GET,/robots.txt,HTTP/2.0,200,16771,https://www.example.com/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.127,-,-,2025-11-10T08:06:16Z,GET,/api/v1/orders,HTTP/1.1,200,7964,https://www.example.com/cart,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
192.0.2.121,-,-,2025-11-10T08:06:57Z,GET,/favicon.ico,HTTP/2.0,200,75162,https://www.example.com/about,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.72,-,giselle.tanaka,2025-11-10T08:10:33Z,POST,/login,HTTP/2.0,200,8828,-,FixtureCrawler/0.8
198.51.100.154,-,-,2025-11-10T08:10:48Z,GET,/assets/fonts/inter.woff2,HTTP/1.1,200,64353,https://www.example.com/docs/getting-started,sample-http-client/1.14.2
203.0.113.45,-,-,2025-11-10T08:13:39Z,POST,/checkout,HTTP/1.1,302,504,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.190,-,-,2025-11-10T08:15:15Z,GET,/about,HTTP/2.0,200,30363,https://blog.example.net/tools,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
198.51.100.199,-,-,2025-11-10T08:16:20Z,POST,/account/settings,HTTP/1.1,200,4035,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
198.51.100.53,-,-,2025-11-10T08:16:35Z,GET,/api/v1/sessions,HTTP/2.0,201,8736,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
192.0.2.24,-,-,2025-11-10T08:20:03Z,GET,/blog/field-guide-to-fixtures,HTTP/2.0,200,39457,-,FixtureCrawler/0.8
198.51.100.240,-,-,2025-11-10T08:22:23Z,GET,/assets/app.js,HTTP/2.0,200,13739,https://www.example.com/blog/release-notes,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
192.0.2.158,-,-,2025-11-10T08:23:22Z,GET,/assets/app.css,HTTP/1.1,200,34888,https://www.example.com/docs/api,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
203.0.113.164,-,-,2025-11-10T08:24:27Z,GET,/docs/api,HTTP/1.1,200,32344,https://www.example.org/links,uptime-probe/3.0
203.0.113.106,-,-,2025-11-10T08:24:38Z,GET,/assets/hero.webp,HTTP/1.1,200,60473,https://www.example.com/sitemap.xml,SampleBot/2.0 (+https://www.example.com/bot)
198.51.100.247,-,-,2025-11-10T08:26:23Z,PUT,/api/v1/health,HTTP/2.0,200,13762,-,uptime-probe/3.0
203.0.113.89,-,-,2025-11-10T08:27:30Z,GET,/api/v1/orders,HTTP/2.0,200,11753,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
192.0.2.124,-,-,2025-11-10T08:28:48Z,GET,/assets/logo.svg,HTTP/1.1,200,57878,https://www.example.com/docs/api,uptime-probe/3.0
203.0.113.151,-,-,2025-11-10T08:30:36Z,GET,/assets/logo.svg,HTTP/2.0,200,5789,https://www.example.com/blog/field-guide-to-fixtures,uptime-probe/3.0
203.0.113.81,-,-,2025-11-10T08:32:33Z,GET,/checkout,HTTP/1.1,200,984,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
203.0.113.36,-,-,2025-11-10T08:33:00Z,GET,/assets/vendor.js,HTTP/1.1,200,81816,https://www.example.com/search,SampleBot/2.0 (+https://www.example.com/bot)
198.51.100.149,-,-,2025-11-10T08:34:04Z,GET,/assets/app.css,HTTP/2.0,200,74724,-,SampleBot/2.0 (+https://www.example.com/bot)
192.0.2.253,-,-,2025-11-10T08:34:53Z,GET,/api/v1/orders,HTTP/1.1,200,1391,-,FixtureCrawler/0.8
192.0.2.185,-,-,2025-11-10T08:37:47Z,GET,/blog/field-guide-to-fixtures,HTTP/2.0,301,278,https://www.example.com/docs/api,uptime-probe/3.0
198.51.100.252,-,-,2025-11-10T08:41:05Z,GET,/checkout,HTTP/1.1,200,10033,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
203.0.113.45,-,-,2025-11-10T08:43:33Z,GET,/about,HTTP/2.0,200,38494,https://www.example.com/,Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) MobileSample/5.9
192.0.2.251,-,peregrine.kowalczyk,2025-11-10T08:45:03Z,POST,/api/v1/users,HTTP/1.1,500,283,https://www.example.com/cart,SampleBot/2.0 (+https://www.example.com/bot)
203.0.113.165,-,-,2025-11-10T08:47:29Z,POST,/api/v1/products,HTTP/2.0,429,437,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
192.0.2.202,-,-,2025-11-10T08:49:03Z,GET,/about,HTTP/1.1,200,40141,https://www.example.org/links,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) PlaceholderBrowser/7.1
198.51.100.234,-,reverie.eriksen,2025-11-10T08:50:11Z,GET,/api/v1/users,HTTP/1.1,404,1048,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
198.51.100.230,-,-,2025-11-10T08:52:19Z,GET,/index.html,HTTP/2.0,200,29823,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
203.0.113.108,-,-,2025-11-10T08:55:16Z,GET,/pricing,HTTP/1.1,200,36497,https://blog.example.net/tools,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
192.0.2.101,-,-,2025-11-10T08:57:05Z,GET,/pricing,HTTP/1.1,200,21733,https://www.example.com/pricing,uptime-probe/3.0
192.0.2.176,-,-,2025-11-10T08:59:56Z,GET,/api/v1/orders/4821,HTTP/2.0,200,4933,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
203.0.113.199,-,verity.duskwood,2025-11-10T09:03:17Z,GET,/api/v1/orders,HTTP/2.0,200,12016,-,sample-http-client/1.14.2
203.0.113.210,-,-,2025-11-10T09:06:13Z,GET,/favicon.ico,HTTP/1.1,304,0,https://www.example.com/index.html,Mozilla/5.0 (Linux; Android 14) MobileSample/5.9
192.0.2.223,-,xiomara.whitlock,2025-11-10T09:06:22Z,GET,/api/v1/products/search,HTTP/2.0,200,5615,-,uptime-probe/3.0
198.51.100.115,-,-,2025-11-10T09:09:54Z,GET,/assets/hero.webp,HTTP/2.0,200,88309,-,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
192.0.2.54,-,-,2025-11-10T09:13:12Z,GET,/assets/fonts/inter.woff2,HTTP/1.1,200,60882,-,sample-http-client/1.14.2
192.0.2.37,-,-,2025-11-10T09:16:31Z,GET,/assets/hero.webp,HTTP/1.1,200,41910,https://www.example.com/pricing,uptime-probe/3.0
203.0.113.243,-,-,2025-11-10T09:18:52Z,GET,/api/v1/products/search,HTTP/1.1,200,2416,-,uptime-probe/3.0
198.51.100.163,-,-,2025-11-10T09:21:15Z,GET,/assets/hero.webp,HTTP/1.1,200,59483,https://www.example.com/docs/api,Mozilla/5.0 (Windows NT 10.0; Win64; x64) SampleBrowser/12.4
198.51.100.46,-,-,2025-11-10T09:23:45Z,GET,/about,HTTP/1.1,200,20782,https://www.example.org/links,SampleBot/2.0 (+https://www.example.com/bot)
192.0.2.253,-,-,2025-11-10T09:27:23Z,GET,/assets/app.js,HTTP/2.0,200,38893,https://www.example.com/docs/getting-started,Mozilla/5.0 (X11; Linux x86_64) SampleBrowser/12.4
203.0.113.201,-,-,2025-11-10T09:28:14Z,GET,/cart,HTTP/2.0,200,20317,-,SampleBot/2.0 (+https://www.example.com/bot)
