reading_id,device_id,site,recorded_at,temperature_c,humidity_pct,pressure_hpa,battery_pct,status
289,SNS-09,Packing Hall,2025-11-04T04:00:00Z,19.0,51.1,1011.3,60,ok
290,SNS-10,Water Plant,2025-11-04T04:00:00Z,11.8,87.2,1010.5,70,ok
291,SNS-01,Cold Store A,2025-11-04T05:00:00Z,-19.1,75.0,1031.3,91,ok
292,SNS-02,Cold Store B,2025-11-04T05:00:00Z,-14.7,64.8,1033.6,7,low-battery
293,SNS-03,Loading Bay,2025-11-04T05:00:00Z,8.5,57.0,998.7,88,ok
294,SNS-04,Server Room,2025-11-04T05:00:00Z,17.7,36.4,1026.4,92,ok
295,SNS-05,Greenhouse 1,2025-11-04T05:00:00Z,21.4,57.9,997.8,68,ok
296,SNS-06,Greenhouse 2,2025-11-04T05:00:00Z,33.1,88.6,1022.3,56,warning
297,SNS-07,Roof Deck,2025-11-04T05:00:00Z,-0.8,74.2,999.8,93,warning
298,SNS-08,Basement Corridor,2025-11-04T05:00:00Z,17.9,64.5,995.2,68,warning
299,SNS-09,Packing Hall,2025-11-04T05:00:00Z,19.6,50.7,1010.8,60,ok
300,SNS-10,Water Plant,2025-11-04T05:00:00Z,12.0,86.1,1011.0,70,ok
301,SNS-01,Cold Store A,2025-11-04T06:00:00Z,-18.8,75.5,1031.4,90,ok
302,SNS-02,Cold Store B,2025-11-04T06:00:00Z,-14.9,64.0,1033.5,6,low-battery
303,SNS-03,Loading Bay,2025-11-04T06:00:00Z,8.2,58.4,998.9,87,ok
304,SNS-04,Server Room,2025-11-04T06:00:00Z,18.1,35.5,1026.1,91,ok
305,SNS-05,Greenhouse 1,2025-11-04T06:00:00Z,21.4,57.4,998.0,67,ok
306,SNS-06,Greenhouse 2,2025-11-04T06:00:00Z,32.7,89.3,1022.3,55,warning
307,SNS-07,Roof Deck,2025-11-04T06:00:00Z,-1.2,73.1,999.8,92,warning
308,SNS-08,Basement Corridor,2025-11-04T06:00:00Z,18.0,65.6,995.5,67,warning
309,SNS-09,Packing Hall,2025-11-04T06:00:00Z,19.8,50.4,1011.2,59,ok
310,SNS-10,Water Plant,2025-11-04T06:00:00Z,11.7,85.4,1011.1,69,ok
311,SNS-01,Cold Store A,2025-11-04T07:00:00Z,-18.7,74.2,1031.4,90,ok
312,SNS-02,Cold Store B,2025-11-04T07:00:00Z,-15.2,63.7,1033.9,6,low-battery
313,SNS-03,Loading Bay,2025-11-04T07:00:00Z,7.9,58.1,998.5,87,ok
314,SNS-04,Server Room,2025-11-04T07:00:00Z,18.8,34.4,1026.6,91,ok
315,SNS-05,Greenhouse 1,2025-11-04T07:00:00Z,21.9,56.3,998.0,67,ok
316,SNS-06,Greenhouse 2,2025-11-04T07:00:00Z,32.3,89.7,1022.7,55,warning
317,SNS-07,Roof Deck,2025-11-04T07:00:00Z,-0.8,74.1,1000.0,92,warning
318,SNS-08,Basement Corridor,2025-11-04T07:00:00Z,18.4,66.7,995.2,67,warning
319,SNS-09,Packing Hall,2025-11-04T07:00:00Z,19.3,49.4,1011.2,59,ok
320,SNS-10,Water Plant,2025-11-04T07:00:00Z,11.9,85.0,1011.2,69,ok
321,SNS-01,Cold Store A,2025-11-04T08:00:00Z,-18.7,74.6,1031.6,90,ok
322,SNS-02,Cold Store B,2025-11-04T08:00:00Z,-15.8,64.9,1034.5,6,low-battery
323,SNS-03,Loading Bay,2025-11-04T08:00:00Z,7.3,58.8,998.9,87,ok
324,SNS-04,Server Room,2025-11-04T08:00:00Z,19.4,35.2,1026.9,91,ok
325,SNS-05,Greenhouse 1,2025-11-04T08:00:00Z,22.6,56.6,998.4,67,ok
326,SNS-06,Greenhouse 2,2025-11-04T08:00:00Z,31.7,90.9,1022.6,55,warning
327,SNS-07,Roof Deck,2025-11-04T08:00:00Z,-0.9,74.9,1000.2,92,warning
328,SNS-08,Basement Corridor,2025-11-04T08:00:00Z,19.1,66.6,995.7,67,warning
329,SNS-09,Packing Hall,2025-11-04T08:00:00Z,18.7,49.1,1011.1,59,ok
330,SNS-10,Water Plant,2025-11-04T08:00:00Z,12.0,84.4,1010.8,69,ok
331,SNS-01,Cold Store A,2025-11-04T09:00:00Z,-19.2,73.5,1031.8,90,ok
332,SNS-02,Cold Store B,2025-11-04T09:00:00Z,-16.3,65.2,1034.1,6,low-battery
333,SNS-03,Loading Bay,2025-11-04T09:00:00Z,6.9,59.6,998.3,87,ok
334,SNS-04,Server Room,2025-11-04T09:00:00Z,20.0,33.9,1026.7,91,ok
335,SNS-05,Greenhouse 1,2025-11-04T09:00:00Z,22.9,56.0,997.9,67,ok
336,SNS-06,Greenhouse 2,2025-11-04T09:00:00Z,31.9,89.6,1022.0,55,warning
337,SNS-07,Roof Deck,2025-11-04T09:00:00Z,-1.6,74.2,1000.5,92,warning
338,SNS-08,Basement Corridor,2025-11-04T09:00:00Z,18.7,66.2,995.4,67,warning
339,SNS-09,Packing Hall,2025-11-04T09:00:00Z,18.5,48.5,1011.0,59,ok
340,SNS-10,Water Plant,2025-11-04T09:00:00Z,12.5,84.1,1010.2,69,ok
341,SNS-01,Cold Store A,2025-11-04T10:00:00Z,-19.0,73.3,1032.0,90,ok
342,SNS-02,Cold Store B,2025-11-04T10:00:00Z,-16.2,66.3,1034.5,6,low-battery
343,SNS-03,Loading Bay,2025-11-04T10:00:00Z,7.3,59.8,998.5,87,ok
344,SNS-04,Server Room,2025-11-04T10:00:00Z,20.1,34.9,1027.2,91,ok
345,SNS-05,Greenhouse 1,2025-11-04T10:00:00Z,22.5,54.7,997.5,67,ok
346,SNS-06,Greenhouse 2,2025-11-04T10:00:00Z,32.2,91.0,1022.6,55,warning
347,SNS-07,Roof Deck,2025-11-04T10:00:00Z,-1.4,73.2,1000.2,92,warning
348,SNS-08,Basement Corridor,2025-11-04T10:00:00Z,18.7,66.8,995.9,67,warning
349,SNS-09,Packing Hall,2025-11-04T10:00:00Z,18.7,49.1,1010.4,59,ok
350,SNS-10,Water Plant,2025-11-04T10:00:00Z,12.9,85.4,1010.5,69,ok
351,SNS-01,Cold Store A,2025-11-04T11:00:00Z,-18.7,73.0,1031.4,90,ok
352,SNS-02,Cold Store B,2025-11-04T11:00:00Z,-16.8,65.4,1033.9,6,low-battery
353,SNS-03,Loading Bay,2025-11-04T11:00:00Z,7.1,59.0,998.1,87,ok
354,SNS-04,Server Room,2025-11-04T11:00:00Z,19.9,33.8,1027.7,91,ok
355,SNS-05,Greenhouse 1,2025-11-04T11:00:00Z,22.4,54.6,997.6,67,error
356,SNS-06,Greenhouse 2,2025-11-04T11:00:00Z,32.1,91.0,1023.1,55,warning
357,SNS-07,Roof Deck,2025-11-04T11:00:00Z,-1.0,74.1,1000.3,92,warning
358,SNS-08,Basement Corridor,2025-11-04T11:00:00Z,18.0,67.5,996.4,67,warning
359,SNS-09,Packing Hall,2025-11-04T11:00:00Z,18.5,48.1,1009.8,59,ok
360,SNS-10,Water Plant,2025-11-04T11:00:00Z,12.6,86.3,1011.1,69,ok
361,SNS-01,Cold Store A,2025-11-04T12:00:00Z,-18.4,73.2,1031.5,89,ok
362,SNS-02,Cold Store B,2025-11-04T12:00:00Z,-17.2,65.5,1033.6,5,low-battery
363,SNS-03,Loading Bay,2025-11-04T12:00:00Z,7.6,57.7,997.9,86,ok
364,SNS-04,Server Room,2025-11-04T12:00:00Z,19.3,32.6,1028.1,90,ok
365,SNS-05,Greenhouse 1,2025-11-04T12:00:00Z,22.5,55.0,997.0,66,ok
366,SNS-06,Greenhouse 2,2025-11-04T12:00:00Z,31.4,90.2,1023.4,54,warning
367,SNS-07,Roof Deck,2025-11-04T12:00:00Z,-1.5,72.7,1000.6,91,warning
368,SNS-08,Basement Corridor,2025-11-04T12:00:00Z,17.3,67.0,996.1,66,ok
369,SNS-09,Packing Hall,2025-11-04T12:00:00Z,17.9,48.3,1009.9,58,ok
370,SNS-10,Water Plant,2025-11-04T12:00:00Z,12.3,86.4,1010.7,68,ok
371,SNS-01,Cold Store A,2025-11-04T13:00:00Z,-17.7,74.0,1031.0,89,ok
372,SNS-02,Cold Store B,2025-11-04T13:00:00Z,-17.9,65.7,1033.6,5,low-battery
373,SNS-03,Loading Bay,2025-11-04T13:00:00Z,7.3,56.5,997.7,86,ok
374,SNS-04,Server Room,2025-11-04T13:00:00Z,18.8,31.7,1027.7,90,ok
375,SNS-05,Greenhouse 1,2025-11-04T13:00:00Z,22.2,54.3,997.5,66,ok
376,SNS-06,Greenhouse 2,2025-11-04T13:00:00Z,31.0,90.2,1023.4,54,ok
377,SNS-07,Roof Deck,2025-11-04T13:00:00Z,-1.7,72.7,1000.7,91,warning
378,SNS-08,Basement Corridor,2025-11-04T13:00:00Z,16.6,68.2,996.3,66,ok
379,SNS-09,Packing Hall,2025-11-04T13:00:00Z,17.4,49.4,1009.7,58,ok
380,SNS-10,Water Plant,2025-11-04T13:00:00Z,13.0,86.7,1010.3,68,ok
381,SNS-01,Cold Store A,2025-11-04T14:00:00Z,-17.6,75.2,1031.0,89,ok
382,SNS-02,Cold Store B,2025-11-04T14:00:00Z,-17.3,65.5,1034.2,5,low-battery
383,SNS-03,Loading Bay,2025-11-04T14:00:00Z,7.4,57.1,998.0,86,ok
384,SNS-04,Server Room,2025-11-04T14:00:00Z,18.1,32.2,1027.2,90,ok
385,SNS-05,Greenhouse 1,2025-11-04T14:00:00Z,22.7,55.2,997.0,66,ok
386,SNS-06,Greenhouse 2,2025-11-04T14:00:00Z,31.5,89.0,1022.8,54,warning
387,SNS-07,Roof Deck,2025-11-04T14:00:00Z,-1.7,72.1,1000.2,91,warning
388,SNS-08,Basement Corridor,2025-11-04T14:00:00Z,16.6,68.5,996.2,66,ok
389,SNS-09,Packing Hall,2025-11-04T14:00:00Z,17.3,48.7,1009.1,58,ok
390,SNS-10,Water Plant,2025-11-04T14:00:00Z,13.3,87.0,1009.9,68,ok
391,SNS-01,Cold Store A,2025-11-04T15:00:00Z,-17.5,74.0,1031.1,89,ok
392,SNS-02,Cold Store B,2025-11-04T15:00:00Z,-16.7,65.2,1034.7,5,low-battery
393,SNS-03,Loading Bay,2025-11-04T15:00:00Z,7.7,58.0,997.6,86,ok
394,SNS-04,Server Room,2025-11-04T15:00:00Z,17.5,31.0,1027.2,90,ok
395,SNS-05,Greenhouse 1,2025-11-04T15:00:00Z,22.7,54.3,997.6,66,ok
396,SNS-06,Greenhouse 2,2025-11-04T15:00:00Z,32.1,89.5,1022.9,54,warning
397,SNS-07,Roof Deck,2025-11-04T15:00:00Z,-1.8,73.1,999.9,91,warning
398,SNS-08,Basement Corridor,2025-11-04T15:00:00Z,17.0,69.3,995.8,66,ok
399,SNS-09,Packing Hall,2025-11-04T15:00:00Z,17.4,47.3,1009.6,58,ok
400,SNS-10,Water Plant,2025-11-04T15:00:00Z,13.0,87.2,1009.3,68,ok
401,SNS-01,Cold Store A,2025-11-04T16:00:00Z,-16.9,73.7,1031.3,89,ok
402,SNS-02,Cold Store B,2025-11-04T16:00:00Z,-17.0,65.6,1035.0,5,low-battery
403,SNS-03,Loading Bay,2025-11-04T16:00:00Z,7.6,58.2,997.6,86,ok
404,SNS-04,Server Room,2025-11-04T16:00:00Z,18.0,31.6,1026.9,90,ok
405,SNS-05,Greenhouse 1,2025-11-04T16:00:00Z,22.3,54.6,998.0,66,ok
406,SNS-06,Greenhouse 2,2025-11-04T16:00:00Z,32.6,89.2,1022.8,54,warning
407,SNS-07,Roof Deck,2025-11-04T16:00:00Z,-1.1,74.3,1000.1,91,warning
408,SNS-08,Basement Corridor,2025-11-04T16:00:00Z,16.6,70.6,996.2,66,ok
409,SNS-09,Packing Hall,2025-11-04T16:00:00Z,17.7,47.4,1009.4,58,ok
410,SNS-10,Water Plant,2025-11-04T16:00:00Z,12.6,87.0,1008.8,68,ok
411,SNS-01,Cold Store A,2025-11-04T17:00:00Z,-16.7,74.0,1030.9,89,ok
412,SNS-02,Cold Store B,2025-11-04T17:00:00Z,-17.1,66.0,1035.3,5,low-battery
413,SNS-03,Loading Bay,2025-11-04T17:00:00Z,8.3,57.9,998.2,86,ok
414,SNS-04,Server Room,2025-11-04T17:00:00Z,17.7,33.0,1026.5,90,ok
415,SNS-05,Greenhouse 1,2025-11-04T17:00:00Z,22.2,54.0,997.9,66,ok
416,SNS-06,Greenhouse 2,2025-11-04T17:00:00Z,32.5,90.3,1023.2,54,warning
417,SNS-07,Roof Deck,2025-11-04T17:00:00Z,-1.0,74.8,999.9,91,warning
418,SNS-08,Basement Corridor,2025-11-04T17:00:00Z,16.3,70.7,996.4,66,ok
419,SNS-09,Packing Hall,2025-11-04T17:00:00Z,17.1,46.1,1009.3,58,ok
420,SNS-10,Water Plant,2025-11-04T17:00:00Z,11.9,87.2,1008.5,68,ok
421,SNS-01,Cold Store A,2025-11-04T18:00:00Z,-17.0,73.8,1031.0,88,ok
422,SNS-02,Cold Store B,2025-11-04T18:00:00Z,-16.7,65.3,1035.6,4,low-battery
423,SNS-03,Loading Bay,2025-11-04T18:00:00Z,7.7,57.0,997.8,85,ok
424,SNS-04,Server Room,2025-11-04T18:00:00Z,17.7,32.8,1027.1,89,ok
425,SNS-05,Greenhouse 1,2025-11-04T18:00:00Z,21.7,54.9,998.1,65,ok
426,SNS-06,Greenhouse 2,2025-11-04T18:00:00Z,33.0,89.7,1023.2,53,warning
427,SNS-07,Roof Deck,2025-11-04T18:00:00Z,-1.1,74.9,999.8,90,warning
428,SNS-08,Basement Corridor,2025-11-04T18:00:00Z,15.7,70.3,996.3,65,ok
429,SNS-09,Packing Hall,2025-11-04T18:00:00Z,16.5,45.5,1008.8,57,ok
430,SNS-10,Water Plant,2025-11-04T18:00:00Z,12.6,87.3,1008.6,67,ok
431,SNS-01,Cold Store A,2025-11-04T19:00:00Z,-16.3,72.4,1031.6,88,ok
432,SNS-02,Cold Store B,2025-11-04T19:00:00Z,-16.4,66.0,1035.0,4,low-battery
433,SNS-03,Loading Bay,2025-11-04T19:00:00Z,8.0,57.2,997.6,85,ok
434,SNS-04,Server Room,2025-11-04T19:00:00Z,17.1,32.9,1026.8,89,ok
435,SNS-05,Greenhouse 1,2025-11-04T19:00:00Z,21.7,54.7,998.1,65,ok
436,SNS-06,Greenhouse 2,2025-11-04T19:00:00Z,33.3,88.5,1022.8,53,warning
437,SNS-07,Roof Deck,2025-11-04T19:00:00Z,-0.5,73.6,1000.1,90,warning
438,SNS-08,Basement Corridor,2025-11-04T19:00:00Z,16.3,71.0,996.7,65,ok
439,SNS-09,Packing Hall,2025-11-04T19:00:00Z,16.3,45.4,1009.4,57,ok
440,SNS-10,Water Plant,2025-11-04T19:00:00Z,13.0,88.5,1009.2,67,ok
441,SNS-01,Cold Store A,2025-11-04T20:00:00Z,-15.9,73.4,1031.6,88,ok
442,SNS-02,Cold Store B,2025-11-04T20:00:00Z,-16.8,65.9,1035.3,4,low-battery
443,SNS-03,Loading Bay,2025-11-04T20:00:00Z,7.6,56.4,997.1,85,ok
444,SNS-04,Server Room,2025-11-04T20:00:00Z,17.6,33.0,1027.0,89,ok
445,SNS-05,Greenhouse 1,2025-11-04T20:00:00Z,21.2,56.1,997.9,65,ok
446,SNS-06,Greenhouse 2,2025-11-04T20:00:00Z,33.0,87.8,1022.4,53,warning
447,SNS-07,Roof Deck,2025-11-04T20:00:00Z,-0.2,72.4,1000.6,90,warning
448,SNS-08,Basement Corridor,2025-11-04T20:00:00Z,15.9,71.9,996.3,65,ok
449,SNS-09,Packing Hall,2025-11-04T20:00:00Z,16.8,44.4,1009.8,57,ok
450,SNS-10,Water Plant,2025-11-04T20:00:00Z,12.5,89.2,1009.6,67,ok
451,SNS-01,Cold Store A,2025-11-04T21:00:00Z,-15.2,73.9,1032.1,88,ok
452,SNS-02,Cold Store B,2025-11-04T21:00:00Z,-16.3,65.4,1035.9,4,low-battery
453,SNS-03,Loading Bay,2025-11-04T21:00:00Z,8.0,56.7,997.1,85,ok
454,SNS-04,Server Room,2025-11-04T21:00:00Z,17.8,31.9,1027.6,89,ok
455,SNS-05,Greenhouse 1,2025-11-04T21:00:00Z,20.9,57.0,998.4,65,ok
456,SNS-06,Greenhouse 2,2025-11-04T21:00:00Z,33.1,88.0,1022.0,53,warning
457,SNS-07,Roof Deck,2025-11-04T21:00:00Z,0.1,71.8,1000.7,90,warning
458,SNS-08,Basement Corridor,2025-11-04T21:00:00Z,15.8,71.7,996.5,65,ok
459,SNS-09,Packing Hall,2025-11-04T21:00:00Z,17.1,44.2,1010.0,57,ok
460,SNS-10,Water Plant,2025-11-04T21:00:00Z,11.9,90.3,1009.4,67,ok
461,SNS-01,Cold Store A,2025-11-04T22:00:00Z,-15.8,73.8,1031.9,88,ok
462,SNS-02,Cold Store B,2025-11-04T22:00:00Z,-15.6,66.8,1036.3,4,low-battery
463,SNS-03,Loading Bay,2025-11-04T22:00:00Z,8.0,57.9,997.4,85,ok
464,SNS-04,Server Room,2025-11-04T22:00:00Z,17.6,32.4,1027.6,89,ok
465,SNS-05,Greenhouse 1,2025-11-04T22:00:00Z,21.5,55.7,998.2,65,ok
466,SNS-06,Greenhouse 2,2025-11-04T22:00:00Z,32.7,87.4,1022.3,53,warning
467,SNS-07,Roof Deck,2025-11-04T22:00:00Z,-0.2,71.8,1000.1,90,warning
468,SNS-08,Basement Corridor,2025-11-04T22:00:00Z,15.2,72.6,996.7,65,ok
469,SNS-09,Packing Hall,2025-11-04T22:00:00Z,16.5,43.7,1010.6,57,ok
470,SNS-10,Water Plant,2025-11-04T22:00:00Z,11.4,88.9,1009.7,67,ok
471,SNS-01,Cold Store A,2025-11-04T23:00:00Z,-15.5,75.0,1031.9,88,ok
472,SNS-02,Cold Store B,2025-11-04T23:00:00Z,-15.5,67.4,1035.9,4,low-battery
473,SNS-03,Loading Bay,2025-11-04T23:00:00Z,8.1,59.0,998.0,85,ok
474,SNS-04,Server Room,2025-11-04T23:00:00Z,18.2,31.3,1028.0,89,ok
475,SNS-05,Greenhouse 1,2025-11-04T23:00:00Z,22.2,55.5,998.1,65,ok
476,SNS-06,Greenhouse 2,2025-11-04T23:00:00Z,32.9,87.7,1021.9,53,warning
477,SNS-07,Roof Deck,2025-11-04T23:00:00Z,-0.5,72.6,999.6,90,warning
478,SNS-08,Basement Corridor,2025-11-04T23:00:00Z,14.6,71.3,996.1,65,ok
479,SNS-09,Packing Hall,2025-11-04T23:00:00Z,17.2,43.6,1011.1,57,ok
480,SNS-10,Water Plant,2025-11-04T23:00:00Z,11.7,88.7,1009.9,67,ok
481,SNS-01,Cold Store A,2025-11-05T00:00:00Z,-15.3,74.0,1031.5,87,ok
482,SNS-02,Cold Store B,2025-11-05T00:00:00Z,-14.9,66.0,1035.8,3,low-battery
483,SNS-03,Loading Bay,2025-11-05T00:00:00Z,7.8,58.7,998.5,84,ok
484,SNS-04,Server Room,2025-11-05T00:00:00Z,17.6,30.0,1027.9,88,ok
485,SNS-05,Greenhouse 1,2025-11-05T00:00:00Z,21.6,55.3,998.2,64,ok
486,SNS-06,Greenhouse 2,2025-11-05T00:00:00Z,32.9,88.0,1021.4,52,warning
487,SNS-07,Roof Deck,2025-11-05T00:00:00Z,-0.3,72.6,999.2,89,warning
488,SNS-08,Basement Corridor,2025-11-05T00:00:00Z,15.3,70.4,996.5,64,ok
489,SNS-09,Packing Hall,2025-11-05T00:00:00Z,17.8,43.2,1011.1,56,ok
490,SNS-10,Water Plant,2025-11-05T00:00:00Z,12.0,87.7,1010.0,66,ok
491,SNS-01,Cold Store A,2025-11-05T01:00:00Z,-15.2,73.6,1031.2,87,ok
492,SNS-02,Cold Store B,2025-11-05T01:00:00Z,-14.8,66.6,1035.3,3,low-battery
493,SNS-03,Loading Bay,2025-11-05T01:00:00Z,7.8,57.9,998.4,84,ok
494,SNS-04,Server Room,2025-11-05T01:00:00Z,17.1,29.5,1028.1,88,ok
495,SNS-05,Greenhouse 1,2025-11-05T01:00:00Z,20.9,56.2,998.6,64,ok
496,SNS-06,Greenhouse 2,2025-11-05T01:00:00Z,32.2,87.1,1022.0,52,warning
497,SNS-07,Roof Deck,2025-11-05T01:00:00Z,-0.1,71.8,998.7,89,warning
498,SNS-08,Basement Corridor,2025-11-05T01:00:00Z,15.7,70.4,996.0,64,ok
499,SNS-09,Packing Hall,2025-11-05T01:00:00Z,18.2,42.5,1010.5,56,ok
500,SNS-10,Water Plant,2025-11-05T01:00:00Z,12.7,86.9,1009.9,66,ok
