order_id	user_id	ordered_at	status	items	subtotal	shipping	tax	total	currency	payment_method	shipping_city
ORD-10238	46	2025-09-30T17:36:00Z	delivered	5	212.85	0.0	17.56	230.41	USD	card	Glenhaven
ORD-10239	76	2025-10-01T06:13:00Z	delivered	5	377.12	0.0	31.11	408.23	USD	wallet	Dunmarrow
ORD-10240	9	2025-10-01T15:28:00Z	paid	2	232.2	0.0	19.16	251.36	USD	card	Oakenshade
ORD-10241	22	2025-10-01T16:24:00Z	shipped	3	392.78	0.0	32.4	425.18	USD	card	Stonebay
ORD-10242	14	2025-10-03T07:10:00Z	delivered	2	88.22	0.0	7.28	95.5	USD	gift-card	Fernbrook
ORD-10243	25	2025-10-04T09:22:00Z	paid	1	12.99	6.99	1.07	21.05	USD	wallet	Harrowgate
ORD-10244	83	2025-10-04T19:36:00Z	delivered	8	559.56	0.0	46.16	605.72	USD	card	Ironvale
ORD-10245	25	2025-10-05T02:24:00Z	delivered	3	182.52	0.0	15.06	197.58	USD	gift-card	Harrowgate
ORD-10246	101	2025-10-06T05:48:00Z	delivered	2	211.22	0.0	17.43	228.65	USD	wallet	Ironvale
ORD-10247	63	2025-10-08T09:00:00Z	cancelled	5	466.0	0.0	38.44	504.44	USD	card	Kelbridge
ORD-10248	50	2025-10-09T01:38:00Z	delivered	3	467.78	0.0	38.59	506.37	USD	bank-transfer	Glenhaven
ORD-10249	81	2025-10-12T18:45:00Z	paid	2	58.06	4.99	4.79	67.84	USD	card	Marrowfen
ORD-10250	7	2025-10-14T22:19:00Z	paid	4	279.93	0.0	23.09	303.02	USD	card	Ravensford
ORD-10251	81	2025-10-16T11:29:00Z	pending	2	34.67	6.99	2.86	44.52	USD	bank-transfer	Marrowfen
ORD-10252	52	2025-10-17T05:30:00Z	paid	4	292.82	0.0	24.16	316.98	USD	card	Eastvale
ORD-10253	73	2025-10-17T23:32:00Z	refunded	1	99.99	0.0	8.25	108.24	USD	wallet	Quillmoor
ORD-10254	32	2025-10-21T02:46:00Z	delivered	4	402.27	0.0	33.19	435.46	USD	card	Dunmarrow
ORD-10255	85	2025-10-23T10:33:00Z	delivered	1	9.22	6.99	0.76	16.97	USD	wallet	Alderport
ORD-10256	4	2025-10-23T21:46:00Z	delivered	2	258.91	0.0	21.36	280.27	USD	wallet	Umberfield
ORD-10257	91	2025-10-26T16:56:00Z	delivered	5	398.36	0.0	32.86	431.22	USD	gift-card	Westhollow
ORD-10258	2	2025-10-28T16:49:00Z	shipped	1	185.05	0.0	15.27	200.32	USD	card	Oakenshade
ORD-10259	3	2025-10-29T03:07:00Z	paid	2	57.72	6.99	4.76	69.47	USD	card	Alderport
ORD-10260	29	2025-10-29T09:06:00Z	delivered	8	700.91	0.0	57.83	758.74	USD	card	Eastvale
ORD-10261	17	2025-10-29T18:26:00Z	delivered	3	154.68	0.0	12.76	167.44	USD	card	Cinderhollow
ORD-10262	106	2025-11-02T09:48:00Z	cancelled	4	223.74	0.0	18.46	242.2	USD	gift-card	Vellmont
ORD-10263	44	2025-11-02T20:17:00Z	paid	4	295.39	0.0	24.37	319.76	USD	wallet	Stonebay
ORD-10264	43	2025-11-02T21:04:00Z	cancelled	2	262.85	0.0	21.69	284.54	USD	wallet	Northmere
ORD-10265	64	2025-11-04T14:07:00Z	pending	2	195.69	0.0	16.14	211.83	USD	invoice	Dunmarrow
ORD-10266	57	2025-11-05T09:32:00Z	delivered	1	25.57	9.99	2.11	37.67	USD	card	Pinecrest
ORD-10267	29	2025-11-07T00:57:00Z	pending	1	249.72	0.0	20.6	270.32	USD	card	Eastvale
ORD-10268	76	2025-11-07T04:30:00Z	delivered	1	185.96	0.0	15.34	201.3	USD	card	Dunmarrow
ORD-10269	71	2025-11-08T02:20:00Z	delivered	3	278.32	0.0	22.96	301.28	USD	card	Quillmoor
ORD-10270	84	2025-11-12T13:20:00Z	delivered	3	61.59	6.99	5.08	73.66	USD	card	Dunmarrow
ORD-10271	115	2025-11-12T13:34:00Z	delivered	1	5.24	9.99	0.43	15.66	USD	card	Alderport
ORD-10272	103	2025-11-12T19:57:00Z	delivered	3	322.69	0.0	26.62	349.31	USD	card	Umberfield
ORD-10273	67	2025-11-13T15:24:00Z	paid	2	259.23	0.0	21.39	280.62	USD	wallet	Alderport
ORD-10274	86	2025-11-15T07:48:00Z	delivered	5	578.68	0.0	47.74	626.42	USD	card	Kelbridge
ORD-10275	48	2025-11-15T08:33:00Z	shipped	2	154.99	0.0	12.79	167.78	USD	card	Ravensford
ORD-10276	53	2025-11-15T15:20:00Z	delivered	1	46.02	4.99	3.8	54.81	USD	card	Brightwater
ORD-10277	28	2025-11-20T01:12:00Z	delivered	2	314.73	0.0	25.97	340.7	USD	wallet	Dunmarrow
ORD-10278	49	2025-11-20T08:29:00Z	delivered	5	449.01	0.0	37.04	486.05	USD	card	Ravensford
ORD-10279	98	2025-11-21T10:39:00Z	delivered	2	93.61	0.0	7.72	101.33	USD	card	Oakenshade
ORD-10280	27	2025-11-22T16:39:00Z	cancelled	2	68.34	4.99	5.64	78.97	USD	gift-card	Harrowgate
ORD-10281	73	2025-11-23T01:54:00Z	refunded	7	501.1	0.0	41.34	542.44	USD	card	Quillmoor
ORD-10282	92	2025-11-24T11:35:00Z	delivered	1	19.97	6.99	1.65	28.61	USD	card	Yarrowend
ORD-10283	95	2025-11-24T20:56:00Z	delivered	1	9.82	4.99	0.81	15.62	USD	bank-transfer	Kelbridge
ORD-10284	90	2025-11-25T18:15:00Z	delivered	1	9.43	4.99	0.78	15.2	USD	card	Yarrowend
ORD-10285	74	2025-11-28T10:15:00Z	paid	4	410.2	0.0	33.84	444.04	USD	bank-transfer	Juniper Rest
ORD-10286	90	2025-11-29T09:19:00Z	shipped	2	194.19	0.0	16.02	210.21	USD	card	Yarrowend
ORD-10287	52	2025-11-30T11:36:00Z	paid	3	333.98	0.0	27.55	361.53	USD	gift-card	Eastvale
ORD-10288	65	2025-12-01T14:50:00Z	pending	1	249.65	0.0	20.6	270.25	USD	card	Vellmont
ORD-10289	74	2025-12-06T09:03:00Z	delivered	1	25.18	6.99	2.08	34.25	USD	card	Juniper Rest
ORD-10290	63	2025-12-06T14:31:00Z	cancelled	5	371.5	0.0	30.65	402.15	USD	card	Kelbridge
ORD-10291	114	2025-12-08T06:11:00Z	delivered	3	154.93	0.0	12.78	167.71	USD	wallet	Ravensford
ORD-10292	97	2025-12-10T09:35:00Z	delivered	4	288.42	0.0	23.79	312.21	USD	bank-transfer	Alderport
ORD-10293	116	2025-12-10T16:26:00Z	cancelled	2	135.85	0.0	11.21	147.06	USD	wallet	Marrowfen
ORD-10294	88	2025-12-10T22:08:00Z	delivered	1	32.38	9.99	2.67	45.04	USD	gift-card	Umberfield
ORD-10295	50	2025-12-12T00:42:00Z	delivered	3	388.25	0.0	32.03	420.28	USD	gift-card	Glenhaven
ORD-10296	28	2025-12-12T04:16:00Z	delivered	1	12.74	9.99	1.05	23.78	USD	gift-card	Dunmarrow
ORD-10297	22	2025-12-12T17:54:00Z	delivered	2	150.47	0.0	12.41	162.88	USD	bank-transfer	Stonebay
ORD-10298	39	2025-12-14T12:18:00Z	delivered	7	491.78	0.0	40.57	532.35	USD	wallet	Larkfield
ORD-10299	69	2025-12-14T13:51:00Z	delivered	1	46.48	4.99	3.83	55.3	USD	card	Alderport
ORD-10300	102	2025-12-14T23:10:00Z	paid	1	25.06	6.99	2.07	34.12	USD	gift-card	Westhollow
